active_through,candidate_id,candidate_inactive,candidate_status,cycles,district,district_number,election_districts,election_years,federal_funds_flag,first_file_date,has_raised_funds,inactive_election_years,incumbent_challenge,incumbent_challenge_full,last_f2_date,last_file_date,load_date,name,office,office_full,party,party_full,state
2026,S6DE00214,False,N,[2026],,,[None],[2026],False,2026-05-08,False,,,,2026-05-08,2026-05-08,2026-05-08T20:57:19,"COPPOLA, ALEC",S,Senate,REP,REPUBLICAN PARTY,DE
2026,S2TX00106,False,C,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024, 2026]",00,0.0,"['00', '00', '00', '00', '00']","[2002, 2008, 2014, 2020, 2026]",False,2001-09-14,True,,I,Incumbent,2025-05-23,2025-05-23,2025-05-23T20:59:56,"CORNYN, JOHN SEN",S,Senate,REP,REPUBLICAN PARTY,TX
2026,S4ME00113,False,C,"[2024, 2026]",00,0.0,"['00', '00']","[2024, 2026]",False,2023-04-11,True,,C,Challenger,2025-07-03,2025-07-03,2025-10-15T21:01:51,"COSTELLO, DAVID",S,Senate,DEM,DEMOCRATIC PARTY,ME
2026,S6LA00656,False,N,[2026],00,0.0,['00'],[2026],False,2026-01-16,False,,C,Challenger,2026-01-16,2026-01-16,2026-01-28T21:00:03,"COTTONHAM, MARKEDA ANN",S,Senate,REP,REPUBLICAN PARTY,LA
2026,S4AR00103,False,C,"[2014, 2016, 2018, 2020, 2022, 2024, 2026]",00,0.0,"['00', '00', '00']","[2014, 2020, 2026]",False,2013-08-05,True,,I,Incumbent,2026-04-21,2026-04-21,2026-04-22T22:27:56,"COTTON, THOMAS",S,Senate,REP,REPUBLICAN PARTY,AR
2026,S6SC04379,False,N,[2026],00,0.0,['00'],[2026],False,2026-04-04,False,,C,Challenger,2026-04-04,2026-04-04,2026-04-10T21:13:55,"COWEN, CALVIN",S,Senate,REP,REPUBLICAN PARTY,SC
2026,S4GA11202,False,N,"[2012, 2014, 2016, 2018, 2026]",,,"['00', '00', None]","[2014, 2016, 2026]",False,2012-12-19,True,,,,2025-10-01,2025-10-01,2025-11-20T21:03:32,"COYNE, JOHN F III",S,Senate,REP,REPUBLICAN PARTY,GA
2026,S6MN00499,False,C,[2026],00,0.0,['00'],[2026],False,2025-04-29,True,,O,Open seat,2025-04-29,2025-04-29,2025-07-17T21:01:06,"CRAIG, ANGIE",S,Senate,DEM,DEMOCRATIC PARTY,MN
2026,S6LA00680,False,C,[2026],00,0.0,['00'],[2026],False,2026-02-26,True,,C,Challenger,2026-02-26,2026-02-26,2026-04-21T21:14:29,"CROCKETT, GARY",S,Senate,DEM,DEMOCRATIC PARTY,LA
2026,S6TX00552,False,C,[2026],00,0.0,['00'],[2026],False,2025-12-09,True,,C,Challenger,2025-12-09,2025-12-09,2026-02-09T20:58:28,"CROCKETT, JASMINE",S,Senate,DEM,DEMOCRATIC PARTY,TX
2026,S6FL00723,False,N,[2026],00,0.0,['00'],[2026],False,2025-05-12,False,,C,Challenger,2026-02-01,2026-02-01,2026-02-01T20:59:50,"CRUZ, PAUL RON",S,Senate,DEM,DEMOCRATIC PARTY,FL
2026,S2MT00096,True,C,"[2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024, 2026]",00,0.0,"['00', '00', '00', '00']","[2012, 2014, 2020, 2026]",False,2010-11-12,True,[2026],I,Incumbent,2020-11-05,2020-11-05,2025-01-10T21:01:11,"DAINES, STEVE",S,Senate,REP,REPUBLICAN PARTY,MT
2026,S4CO00452,False,N,"[2024, 2026]",00,0.0,['00'],[2026],False,2022-06-10,False,,C,Challenger,2023-03-02,2023-03-02,2025-01-10T21:01:11,"DALE, CLINTON ROOSEVELT",S,Senate,IND,INDEPENDENT,CO
2026,S6VA00184,False,C,[2026],00,0.0,['00'],[2026],False,2025-11-03,True,,C,Challenger,2025-11-03,2025-11-03,2026-04-18T21:13:41,"DANIELS, LORITA DR.",S,Senate,DEM,DEMOCRATIC PARTY,VA
2026,S6NC00472,False,N,[2026],00,0.0,['00'],[2026],False,2025-12-03,True,,O,Open seat,2025-12-03,2025-12-03,2025-12-30T21:00:52,"DANSIE, RICHARD",S,Senate,REP,REPUBLICAN PARTY,NC
2026,S6SC04296,False,C,[2026],00,0.0,['00'],[2026],False,2025-07-28,True,,C,Challenger,2025-07-28,2025-07-28,2025-10-18T21:00:34,"DANS, PAUL",S,Senate,REP,REPUBLICAN PARTY,SC
2026,S6KS00247,False,C,[2026],00,0.0,['00'],[2026],False,2025-08-05,True,,C,Challenger,2025-08-05,2025-08-05,2026-03-07T21:22:43,"DAVIS, CHRISTY",S,Senate,DEM,DEMOCRATIC PARTY,KS
2026,S6LA00615,False,C,[2026],00,0.0,['00'],[2026],False,2025-12-02,True,,C,Challenger,2025-12-02,2025-12-02,2026-02-09T20:58:28,"DAVIS, JAMIE",S,Senate,DEM,DEMOCRATIC PARTY,LA
2026,S6MA00262,False,C,[2026],00,0.0,['00'],[2026],False,2025-07-01,True,,C,Challenger,2025-07-01,2025-07-01,2025-10-11T21:01:09,"DAWICKI, MORGAN GIFFORD",S,Senate,IND,INDEPENDENT,MA
2026,S6IL00623,False,C,[2026],,,[None],[2026],False,2025-08-26,True,,O,Open seat,2025-08-26,2025-08-26,2026-01-29T21:02:11,"DEAN, JONATHAN",S,Senate,DEM,DEMOCRATIC PARTY,IL
2026,S6MA00304,False,C,[2026],00,0.0,['00'],[2026],False,2025-11-10,True,,C,Challenger,2025-11-10,2025-11-10,2026-02-09T20:58:28,"DEATON, JOHN",S,Senate,REP,REPUBLICAN PARTY,MA
2026,S6NC00381,False,N,[2026],00,0.0,['00'],[2026],False,2025-07-04,False,,O,Open seat,2025-07-04,2025-07-04,2025-07-08T21:00:04,"DEBERRY, SHAUNESI YVETTE",S,Senate,IND,INDEPENDENT,NC
2026,S6NC00399,False,N,[2026],00,0.0,['00'],[2026],False,2025-07-06,False,,O,Open seat,2025-07-06,2025-07-06,2025-07-08T21:00:04,"DEBERRY, SHAUNESI YVETTE",S,Senate,IND,INDEPENDENT,NC
2026,S6IL00607,False,C,[2026],00,0.0,['00'],[2026],False,2025-08-01,True,,O,Open seat,2025-08-01,2025-08-01,2025-10-18T21:00:34,"DELGADO, ADAM",S,Senate,DEM,DEMOCRATIC PARTY,IL
2026,S6LA00599,False,N,[2026],00,0.0,['00'],[2026],False,2025-11-07,False,,C,Challenger,2025-11-07,2025-11-07,2025-11-13T21:02:32,"DENDY, TRACY COLLENE",S,Senate,REP,REPUBLICAN PARTY,LA
2026,S6VA00226,False,C,[2026],00,0.0,['00'],[2026],False,2026-02-21,True,,C,Challenger,2026-02-21,2026-02-21,2026-04-18T21:13:41,"DE PAULA, ALEX",S,Senate,REP,REPUBLICAN PARTY,VA
2026,S6AK00235,False,N,"[2024, 2026]",00,0.0,['00'],[2026],False,2024-11-05,False,,C,Challenger,2024-11-05,2024-11-05,2025-01-10T21:01:11,"DIENER, ANN",S,Senate,DEM,DEMOCRATIC PARTY,AK
2026,S6FL00731,False,N,[2026],00,0.0,['00'],[2026],False,2025-05-28,False,,C,Challenger,2025-05-28,2025-05-28,2025-06-09T20:59:02,"DIMOLA, FRANK",S,Senate,DEM,DEMOCRATIC PARTY,FL
2026,S6SC04361,False,C,[2026],00,0.0,['00'],[2026],False,2026-03-16,True,,C,Challenger,2026-03-16,2026-03-16,2026-04-14T21:14:42,"DISMUKES, THOMAS KEITH",S,Senate,REP,REPUBLICAN PARTY,SC
2026,S6NM01145,False,C,[2026],00,0.0,['00'],[2026],False,2026-01-16,True,,C,Challenger,2026-01-16,2026-01-16,2026-01-28T21:00:03,"DODSON, MATT",S,Senate,DEM,DEMOCRATIC PARTY,NM
2026,S6GA00408,False,C,[2026],00,0.0,['00'],[2026],False,2025-08-03,True,,C,Challenger,2025-08-03,2025-08-03,2025-10-18T21:00:34,"DOOLEY, DEREK",S,Senate,REP,REPUBLICAN PARTY,GA
2026,S6FL00566,False,N,"[2024, 2026]",00,0.0,['00'],[2026],False,2024-07-14,False,,C,Challenger,2024-07-14,2024-07-14,2025-01-10T21:01:11,"DOUGHERTY, KAEL",S,Senate,DEM,DEMOCRATIC PARTY,FL
2026,S6NC00456,False,N,[2026],00,0.0,['00'],[2026],False,2025-10-27,False,,O,Open seat,2025-10-27,2025-10-27,2025-11-13T21:02:32,"DUES, JUSTIN",S,Senate,DEM,DEMOCRATIC PARTY,NC
2026,S6AR00173,False,C,[2026],00,0.0,['00'],[2026],False,2025-08-19,True,,C,Challenger,2025-08-19,2025-08-19,2026-02-21T20:57:22,"DUNBAR, ETHAN N SR.",S,Senate,DEM,DEMOCRATIC PARTY,AR
2026,S6TX00354,False,N,[2026],00,0.0,['00'],[2026],False,2025-02-12,False,,C,Challenger,2025-02-12,2025-02-12,2025-02-14T21:05:30,"DUNCAN, ALEXANDER",S,Senate,REP,REPUBLICAN PARTY,TX
2026,S6TX00339,False,N,[2026],00,0.0,['00'],[2026],False,2025-01-21,False,,C,Challenger,2025-01-21,2025-01-21,2025-01-22T21:01:48,"DUNCAN, ALEXANDER",S,Senate,REP,REPUBLICAN PARTY,TX
2026,S6KY00419,False,N,[2026],00,0.0,['00'],[2026],False,2026-01-08,False,,O,Open seat,2026-01-08,2026-01-08,2026-01-13T21:02:51,"DUNCAN, JAMES D",S,Senate,REP,REPUBLICAN PARTY,KY
2026,S6KY00195,False,N,"[2022, 2024, 2026]",00,0.0,['00'],[2026],False,2021-12-08,False,,O,Open seat,2021-12-08,2021-12-08,2025-02-20T21:01:31,"DUNCAN, SCOTT MICHEAL",S,Senate,IND,INDEPENDENT,KY
2026,S6NE00137,False,N,"[2022, 2024, 2026]",00,0.0,['00'],[2026],False,2021-02-04,False,,C,Challenger,2021-02-04,2021-02-04,2025-01-10T21:01:11,"DUNN, EDWARD MR.",S,Senate,REP,REPUBLICAN PARTY,NE
2026,S6NC00449,False,C,[2026],00,0.0,['00'],[2026],False,2025-10-02,False,,O,Open seat,2025-10-02,2026-04-20,2026-05-04T20:59:59,"DUPRE, MARGOT",S,Senate,REP,REPUBLICAN PARTY,NC
2026,S6IL00151,True,C,"[1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024, 2026]",00,0.0,"['00', '00', '00', '00', '00', '00']","[1996, 2002, 2008, 2014, 2020, 2026]",False,1995-06-19,True,[2026],I,Incumbent,2025-07-29,2025-07-29,2025-07-29T21:02:15,"DURBIN, RICHARD J.",S,Senate,DEM,DEMOCRATIC PARTY,IL
2026,S6VA00192,False,C,[2026],00,0.0,['00'],[2026],False,2025-11-05,True,,C,Challenger,2025-11-05,2025-11-05,2026-01-16T21:01:23,"EICHELBERGER, GREGORY",S,Senate,DEM,DEMOCRATIC PARTY,VA
2026,S6SC04221,False,N,[2026],00,0.0,['00'],[2026],False,2025-02-09,False,,C,Challenger,2025-02-09,2025-02-09,2025-02-14T21:05:30,"ELLISON, JACK",S,Senate,NNE,NONE,SC
2026,S6MI00418,False,C,[2026],00,0.0,['00'],[2026],False,2025-04-17,True,,O,Open seat,2025-04-17,2025-04-17,2025-07-17T21:01:06,"EL-SAYED, ABDUL",S,Senate,DEM,DEMOCRATIC PARTY,MI
2026,S6LA00581,False,C,[2026],00,0.0,['00'],[2026],False,2025-10-17,True,,C,Challenger,2025-10-17,2025-10-17,2026-02-09T20:58:28,"EMERSON, JULIE CATHRYN",S,Senate,REP,REPUBLICAN PARTY,LA
2026,S6OK04288,False,N,[2026],00,0.0,['00'],[2026],False,2026-05-06,False,,,,2026-05-06,2026-05-06,2026-05-06T20:58:50,"ENGLAND, GARY TY MR.",S,Senate,REP,REPUBLICAN PARTY,OK
2026,S4IA00129,False,C,"[2014, 2016, 2018, 2020, 2022, 2024, 2026]",00,0.0,"['00', '00', '00']","[2014, 2020, 2026]",False,2013-07-10,True,,I,Incumbent,2025-04-16,2025-04-16,2025-04-16T21:03:05,"ERNST, JONI K",S,Senate,REP,REPUBLICAN PARTY,IA
2026,S4NJ00524,False,C,"[2024, 2026]",00,0.0,"['00', '00']","[2024, 2026]",False,2024-01-05,True,,C,Challenger,2024-02-02,2024-02-02,2025-01-10T21:01:11,"ESTRADA, MICHAEL",S,Senate,IND,INDEPENDENT,NJ
2026,S6ME00399,False,C,[2026],00,0.0,['00'],[2026],False,2025-10-01,True,,C,Challenger,2025-11-17,2025-11-17,2026-01-20T21:01:52,"EVANS, DAVID ALAN",S,Senate,IND,INDEPENDENT,ME
2026,S6IL00672,False,C,[2026],00,0.0,['00'],[2026],False,2025-10-01,True,,O,Open seat,2025-10-01,2025-10-01,2026-01-20T21:01:52,"EVANS, JEANNIE",S,Senate,REP,REPUBLICAN PARTY,IL
2026,S6ID00120,False,C,[2026],00,0.0,['00'],[2026],False,2025-01-06,True,,C,Challenger,2025-01-06,2025-01-06,2026-04-21T21:14:29,"EVANS, JOE",S,Senate,REP,REPUBLICAN PARTY,ID
2026,S6WV00147,False,C,"[2024, 2026]",00,0.0,['00'],[2026],False,2024-05-20,True,,C,Challenger,2024-05-20,2024-05-20,2025-02-22T21:00:07,"EVANS, JONATHAN DERRICK",S,Senate,REP,REPUBLICAN PARTY,WV
2026,S6TX00446,False,N,[2026],00,0.0,['00'],[2026],False,2025-07-25,False,,C,Challenger,2025-12-07,2025-12-07,2025-12-07T21:01:32,"EVANS, RONALD JR",S,Senate,IND,INDEPENDENT,TX
2026,S6VA00143,False,C,"[2024, 2026]",00,0.0,['00'],[2026],False,2024-11-21,True,,C,Challenger,2026-01-22,2026-01-22,2026-01-23T21:01:19,"FARINGTON, KIM",S,Senate,REP,REPUBLICAN PARTY,VA
2026,S6KY00260,False,C,[2026],00,0.0,['00'],[2026],False,2025-03-29,True,,O,Open seat,2025-03-29,2025-03-29,2025-11-18T21:02:39,"FARIS, MICHAEL",S,Senate,REP,REPUBLICAN PARTY,KY
2026,S6KY00278,False,C,[2026],00,0.0,['00'],[2026],False,,True,,O,Open seat,,,2025-11-18T21:02:39,"FARIS, MICHAEL JAMES",S,Senate,REP,REPUBLICAN PARTY,KY
2026,S8OH00144,False,C,"[2018, 2020, 2022, 2024, 2026]",00,0.0,"['00', '00', '00', '00']","[2018, 2022, 2024, 2026]",False,2018-09-21,True,,C,Challenger,2025-10-16,2025-10-16,2025-11-13T21:02:32,"FARIS, STEPHEN I MR",S,Senate,IND,INDEPENDENT,OH
2026,S6OH00320,False,N,[2026],00,0.0,['00'],[2026],False,2025-01-28,False,,C,Challenger,2025-01-28,2025-01-28,2025-02-07T21:00:11,"FARMS, WILLIAM",S,Senate,DEM,DEMOCRATIC PARTY,OH
2026,S6NC00530,False,N,[2026],,,[None],[2026],False,,False,,,,,,2026-03-10T21:23:39,"FARROW, DARYL",S,Senate,DEM,DEMOCRATIC PARTY,NC
2026,S6ME00357,False,C,[2026],00,0.0,['00'],[2026],False,2025-06-08,True,,C,Challenger,2025-06-08,2025-06-08,2025-10-10T21:01:50,"FAVREAU, TUCKER",S,Senate,DEM,DEMOCRATIC PARTY,ME
2026,S6WV00188,False,C,[2026],00,0.0,['00'],[2026],False,2025-12-31,True,,C,Challenger,2025-12-31,2025-12-31,2026-04-18T21:13:41,"FETTY ANDERSON, RACHEL LEE",S,Senate,DEM,DEMOCRATIC PARTY,WV
2026,S6NJ00404,False,N,[2026],00,0.0,['00'],[2026],False,2026-02-13,False,,C,Challenger,2026-02-13,2026-02-13,2026-03-03T21:23:02,"FIELDS, CHRIS",S,Senate,DEM,DEMOCRATIC PARTY,NJ
2026,S6MN00440,False,C,[2026],00,0.0,['00'],[2026],False,2025-02-14,True,,O,Open seat,2025-02-14,2025-02-14,2025-04-15T21:01:25,"FLANAGAN, MARGARET",S,Senate,DFL,DEMOCRATIC-FARMER-LABOR,MN
2026,S6LA00318,False,C,"[2016, 2018, 2020, 2022, 2024, 2026]",00,0.0,"['00', '00']","[2016, 2026]",False,2015-12-15,True,,C,Challenger,2024-12-13,2024-12-13,2025-01-29T21:03:35,"FLEMING, JOHN C. JR.",S,Senate,REP,REPUBLICAN PARTY,LA
2026,S0ID00172,False,N,"[2020, 2022, 2024, 2026]",00,0.0,"['00', '00', '00']","[2020, 2022, 2026]",False,2019-11-13,False,,C,Challenger,2025-06-20,2025-06-20,2025-06-30T20:58:43,"FLEMING, NATALIE M",S,Senate,UN,UNAFFILIATED,ID
2026,S6NE00160,False,N,[2026],00,0.0,['00'],[2026],False,2026-03-18,True,,C,Challenger,2026-03-18,2026-03-18,2026-03-29T21:12:30,"FORBES, WILLIAM",S,Senate,DEM,DEMOCRATIC PARTY,NE
2026,S6TX00404,False,N,[2026],00,0.0,['00'],[2026],False,2025-06-13,False,,C,Challenger,2025-06-13,2025-06-13,2025-06-30T20:58:43,"FORD, CAMENCIA",S,Senate,NNE,NONE,TX
2026,S6KY00328,False,C,[2026],00,0.0,['00'],[2026],False,2025-09-15,True,,O,Open seat,2025-09-15,2025-09-15,2025-10-18T21:00:34,"FORSYTHE, LOGAN",S,Senate,DEM,DEMOCRATIC PARTY,KY
2026,S6SC04197,False,C,"[2024, 2026]",00,0.0,['00'],[2026],False,2024-09-06,True,,C,Challenger,2024-09-06,2024-09-06,2025-02-07T21:00:11,"FREEMAN, KYLE ODONNELL",S,Senate,DEM,DEMOCRATIC PARTY,SC
2026,S6CA01046,False,N,[2026],00,0.0,['00'],[2026],False,2025-01-16,False,,C,Challenger,2025-01-16,2025-02-19,2025-01-22T21:01:48,"FULKERSON, HEATH VINCENT",S,Senate,REP,REPUBLICAN PARTY,CA
2026,S6WV00154,False,N,"[2024, 2026]",00,0.0,['00'],[2026],False,2024-08-05,True,,C,Challenger,2024-08-05,2024-08-05,2025-01-10T21:01:11,"GAASERUD, ALEXANDER",S,Senate,REP,REPUBLICAN PARTY,WV
2026,S6MA00312,False,N,[2026],00,0.0,['00'],[2026],False,2026-01-06,False,,C,Challenger,2026-01-06,2026-01-06,2026-01-13T21:02:51,"GATES, WILLIAM FRANCIS MR.",S,Senate,DEM,DEMOCRATIC PARTY,MA
2026,S6FL00863,False,N,[2026],00,0.0,['00'],[2026],False,2026-03-12,False,,C,Challenger,2026-03-13,2026-03-13,2026-03-29T21:12:30,"GILESPIE, NEIL JOSEPH",S,Senate,NPA,NO PARTY AFFILIATION,FL
2026,S6NH00158,False,N,[2026],00,0.0,['00'],[2026],False,2025-04-14,False,,O,Open seat,2025-04-14,2025-04-14,2025-04-25T21:00:17,"GIOVONIZZI, MATTHEW S",S,Senate,NON,NON-PARTY,NH
2026,S6SC04254,False,N,[2026],00,0.0,['00'],[2026],False,2025-06-24,False,,C,Challenger,2025-06-24,2025-06-24,2025-06-30T20:58:43,"GIRACELLO, CHRISTOPHER",S,Senate,DEM,DEMOCRATIC PARTY,SC
2026,S6SC04304,False,N,[2026],00,0.0,['00'],[2026],False,2025-08-26,False,,C,Challenger,2025-08-26,2025-12-04,2025-09-02T21:03:03,"GLASER, CINDY E",S,Senate,IND,INDEPENDENT,SC
2026,S6AL00401,False,N,[2026],,,[None],[2026],False,2025-02-10,False,,O,Open seat,2025-02-10,2025-02-10,2025-06-09T20:59:02,"GLASGOW, VALMA K",S,Senate,DEM,DEMOCRATIC PARTY,AL
2026,S6FL00848,False,N,[2026],00,0.0,['00'],[2026],False,2026-01-26,True,,C,Challenger,2026-01-26,2026-01-26,2026-01-28T21:00:03,"GLEASON, CHRISTOPHER",S,Senate,REP,REPUBLICAN PARTY,FL
2026,S6CO00499,False,C,[2026],00,0.0,['00'],[2026],False,2025-12-08,True,,C,Challenger,2025-12-08,2025-12-08,2026-02-09T20:58:28,"GONZALES, JULIE",S,Senate,DEM,DEMOCRATIC PARTY,CO
2026,S6IL00425,False,C,[2026],00,0.0,['00'],[2026],False,2025-02-13,True,,O,Open seat,2025-02-13,2025-02-13,2025-04-25T21:00:17,"GOODMAN, JOHN",S,Senate,REP,REPUBLICAN PARTY,IL
2026,S6FL00699,False,N,[2026],00,0.0,['00'],[2026],False,2025-04-23,False,,C,Challenger,2025-04-23,2025-04-23,2025-04-25T21:00:17,"GOULD, CHARLES AKA ALEX A",S,Senate,DEM,DEMOCRATIC PARTY,FL
2026,S0SC00149,False,C,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024, 2026]",00,0.0,"['00', '00', '00', '00', '00']","[2002, 2008, 2014, 2020, 2026]",False,2001-01-31,True,,I,Incumbent,2025-04-08,2025-04-08,2025-04-08T21:00:11,"GRAHAM, LINDSEY O.",S,Senate,REP,REPUBLICAN PARTY,SC
2026,S2FL00425,False,N,"[2020, 2022, 2024, 2026]",00,0.0,"['00', '00', '00']","[2022, 2024, 2026]",False,2019-08-28,False,,C,Challenger,2025-08-04,2025-08-04,2025-09-02T21:03:03,"GRANDA, GRACE",S,Senate,UNK,UNKNOWN,FL
2026,S2FL00581,False,C,"[2022, 2024, 2026]",00,0.0,"['00', '00', '00']","[2022, 2024, 2026]",False,2021-03-27,True,,C,Challenger,2025-04-24,2025-04-24,2025-04-25T21:00:17,"GRAYSON, ALAN MARK",S,Senate,DEM,DEMOCRATIC PARTY,FL
2026,S6IN00282,False,N,[2026],00,0.0,['00'],[2026],False,2025-11-10,False,,C,Challenger,2025-11-10,2025-11-10,2025-11-13T21:02:32,"GREEN, CARMEN CHARMAINE",S,Senate,AIP,AMERICAN INDEPENDENT PARTY,IN
2026,S6OK04171,False,C,[2026],00,0.0,['00'],[2026],False,2025-09-04,True,,C,Challenger,2025-09-04,2025-09-04,2026-01-22T21:02:05,"GREEN, TROY WESLEY",S,Senate,DEM,DEMOCRATIC PARTY,OK
2026,S6MN00507,False,N,[2026],00,0.0,['00'],[2026],False,2025-07-18,False,,O,Open seat,2025-07-18,2025-07-18,2025-08-01T21:00:30,"GRUENHAGEN, ALYCIA",S,Senate,REP,REPUBLICAN PARTY,MN
2026,S6AK00284,False,N,[2026],00,0.0,['00'],[2026],False,2026-04-17,False,,C,Challenger,2026-04-17,2026-04-17,2026-05-01T21:18:54,"HAFNER, CAROL",S,Senate,DEM,DEMOCRATIC PARTY,AK
2026,S6WY00209,False,C,[2026],00,0.0,['00'],[2026],False,2025-12-24,True,,O,Open seat,2026-04-15,2026-04-15,2026-04-15T21:16:15,"HAGEMAN, HARRIET",S,Senate,REP,REPUBLICAN PARTY,WY
2026,S0TN00169,False,C,"[2020, 2022, 2024, 2026]",00,0.0,"['00', '00']","[2020, 2026]",False,2019-09-09,True,,I,Incumbent,2026-03-26,2026-03-26,2026-03-26T21:31:59,"HAGERTY, BILL",S,Senate,REP,REPUBLICAN PARTY,TN
2026,S6KS00312,False,N,[2026],00,0.0,['00'],[2026],False,2026-04-30,False,,C,Challenger,2026-04-30,2026-04-30,2026-05-01T21:18:54,"HAMILTON, ADAM",S,Senate,DEM,DEMOCRATIC PARTY,KS
2026,S6FL00632,False,N,[2026],00,0.0,['00'],[2026],False,2025-01-16,False,,C,Challenger,2025-01-16,2025-01-16,2025-01-22T21:01:48,"HAMILTON, MICHAELANGELO COLLINS",S,Senate,REP,REPUBLICAN PARTY,FL
2026,S6NC00514,False,N,[2026],00,0.0,['00'],[2026],False,2025-12-17,False,,O,Open seat,2025-12-17,2025-12-17,2025-12-30T21:00:52,"HAMMOND, ALYSSIA ROSE-KATHERINE",S,Senate,DEM,DEMOCRATIC PARTY,NC
2026,S6AZ00415,False,N,"[2024, 2026]",00,0.0,['00'],[2026],False,2024-11-30,False,,C,Challenger,2024-11-30,2024-11-30,2025-01-10T21:01:11,"HAMPTON, EDWARD J MR",S,Senate,REP,REPUBLICAN PARTY,AZ
2026,S6OK04239,False,N,[2026],00,0.0,['00'],[2026],False,2026-02-23,False,,C,Challenger,2026-02-23,2026-02-23,2026-03-03T21:23:02,"HANKINS, NICKY JOE",S,Senate,REP,REPUBLICAN PARTY,OK
2026,S6OK04213,False,N,[2026],00,0.0,['00'],[2026],False,2026-02-18,False,,C,Challenger,2026-02-18,2026-02-18,2026-03-03T21:23:02,"HANKINS, NICKY JOE",S,Senate,REP,REPUBLICAN PARTY,OK
2026,S6MN00531,False,C,[2026],00,0.0,['00'],[2026],False,2025-12-18,True,,O,Open seat,2026-01-26,2026-01-26,2026-04-18T21:13:41,"HANN, DAVID W",S,Senate,REP,REPUBLICAN PARTY,MN
2026,S6IL00680,False,C,[2026],00,0.0,['00'],[2026],False,2025-12-20,True,,O,Open seat,2025-12-20,2025-12-20,2026-04-18T21:13:41,"HARRINGTON, WHITFIELD MR JR",S,Senate,IND,INDEPENDENT,IL
2026,S6KS00304,False,C,[2026],00,0.0,['00'],[2026],False,2026-03-23,True,,C,Challenger,2026-03-23,2026-03-23,2026-04-18T21:13:41,"HART, JASON",S,Senate,DEM,DEMOCRATIC PARTY,KS
2026,S6CO00473,False,C,[2026],00,0.0,['00'],[2026],False,2025-08-25,True,,C,Challenger,2025-08-25,2025-08-25,2025-10-08T21:01:45,"HASLEY, BRASHAD D",S,Senate,DEM,DEMOCRATIC PARTY,CO
2026,S4TX00821,False,N,"[2024, 2026]",,,"['00', None]","[2024, 2026]",False,2024-01-16,True,,,,2024-01-16,2024-01-16,2026-02-13T20:58:17,"HASSAN, AHMAD",S,Senate,DEM,DEMOCRATIC PARTY,TX
2026,S6IA00306,False,N,[2026],00,0.0,['00'],[2026],False,2025-08-29,False,,O,Open seat,2025-08-29,2025-08-29,2025-09-03T21:03:11,"HENRY, CHRIS",S,Senate,DEM,DEMOCRATIC PARTY,IA
2026,S6OK04247,False,C,[2026],00,0.0,['00'],[2026],False,2026-03-11,True,,C,Challenger,2026-04-28,2026-04-28,2026-04-28T21:25:42,"HERN, KEVIN",S,Senate,REP,REPUBLICAN PARTY,OK
2026,S6SC04346,False,C,[2026],00,0.0,['00'],[2026],False,2026-02-22,True,,C,Challenger,2026-02-22,2026-02-22,2026-04-14T21:14:42,"HERRMANN, PATRICK JOSEPH",S,Senate,REP,REPUBLICAN PARTY,SC
2026,S6MI00384,False,C,[2026],00,0.0,['00'],[2026],False,2025-02-16,True,,O,Open seat,2025-02-16,2025-02-16,2025-04-13T20:58:27,"HEURTEBISE, FREDERICK",S,Senate,REP,REPUBLICAN PARTY,MI
2026,S0CO00575,False,C,"[2020, 2022, 2024, 2026]",00,0.0,"['00', '00']","[2020, 2026]",False,2019-08-22,True,,I,Incumbent,2025-06-04,2025-06-04,2025-06-04T21:01:31,"HICKENLOOPER, JOHN W.",S,Senate,DEM,DEMOCRATIC PARTY,CO
2026,S6LA00490,False,C,"[2024, 2026]",00,0.0,['00'],[2026],False,2024-11-26,True,,C,Challenger,2024-11-26,2024-11-26,2025-02-07T21:00:11,"HOLDER, CHRISTOPHER LEE MR.",S,Senate,REP,REPUBLICAN PARTY,LA
2026,S6OH00437,False,N,[2026],00,0.0,['00'],[2026],False,2026-03-01,False,,C,Challenger,2026-03-01,2026-03-01,2026-03-03T21:23:02,"HOLLIMAN, ANTHONY JOHN",S,Senate,IND,INDEPENDENT,OH
2026,S6SC04189,False,N,"[2024, 2026]",00,0.0,['00'],[2026],False,2024-01-11,True,,C,Challenger,2024-03-07,2024-03-07,2025-01-10T21:01:11,"HOLLIMAN, ETHAN CLAY",S,Senate,REP,REPUBLICAN PARTY,SC
2026,S6AK00268,False,N,[2026],00,0.0,['00'],[2026],False,2025-09-22,False,,C,Challenger,2025-09-22,2025-09-22,2025-09-24T21:04:28,"HOUSE DARDEN, DUSTIN THOMAS",S,Senate,REP,REPUBLICAN PARTY,AK
2026,S6AL00419,False,N,[2026],00,0.0,['00'],[2026],False,2025-03-04,False,,O,Open seat,2025-03-04,2025-03-04,2025-06-09T20:59:02,"HOWARD, JAMES GREGORY MR JR",S,Senate,DEM,DEMOCRATIC PARTY,AL
