active_through,candidate_id,candidate_inactive,candidate_status,cycles,district,district_number,election_districts,election_years,federal_funds_flag,first_file_date,has_raised_funds,inactive_election_years,incumbent_challenge,incumbent_challenge_full,last_f2_date,last_file_date,load_date,name,office,office_full,party,party_full,state
2026,S6MI00467,False,C,[2026],00,0.0,['00'],[2026],False,2025-06-05,True,,O,Open seat,2025-06-05,2025-06-05,2025-10-08T21:01:45,"HOWARD, RACHEL ELIZABETH",S,Senate,DEM,DEMOCRATIC PARTY,MI
2026,S6AL00443,False,C,[2026],00,0.0,['00'],[2026],False,2025-05-28,True,,C,Challenger,2025-05-28,2025-05-28,2025-07-15T21:00:48,"HUDSON, JARED",S,Senate,REP,REPUBLICAN PARTY,AL
2026,S4MT00217,False,C,"[2024, 2026]",00,0.0,"[None, '00']","[2024, 2026]",False,2024-03-08,True,,O,Open seat,2025-01-17,2025-01-17,2026-03-06T21:23:49,"HUMMERT, MICHAEL",S,Senate,DEM,DEMOCRATIC PARTY,MT
2026,S6TX00511,False,C,[2026],00,0.0,['00'],[2026],False,2025-10-08,True,,C,Challenger,2025-10-08,2025-10-08,2025-11-13T21:02:32,"HUNT, WESLEY",S,Senate,REP,REPUBLICAN PARTY,TX
2026,S6TX00602,False,N,[2026],00,0.0,['00'],[2026],False,2026-03-22,False,,C,Challenger,2026-03-22,2026-03-22,2026-03-29T21:12:30,"HUSE, RODGER",S,Senate,US,,TX
2026,S6OH00304,False,C,[2026],00,0.0,['00'],[2026],False,2025-01-20,True,,I,Incumbent,2026-04-08,2026-04-08,2026-04-08T21:14:48,"HUSTED, JON",S,Senate,REP,REPUBLICAN PARTY,OH
2026,S8MS00261,False,C,"[2018, 2020, 2022, 2024, 2026]",00,0.0,"['00', '00', '00']","[2018, 2020, 2026]",False,2018-03-30,True,,I,Incumbent,2026-04-03,2026-04-03,2026-04-03T21:13:47,"HYDE-SMITH, CINDY",S,Senate,REP,REPUBLICAN PARTY,MS
2026,S4OK00083,False,C,"[1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024, 2026]",00,0.0,"['00', '00', '00', '00', '00', '00', '00']","[1994, 1996, 2002, 2008, 2014, 2020, 2026]",False,1994-06-15,True,[2022],C,Challenger,2020-12-09,2020-12-09,2025-01-10T21:01:11,"INHOFE, JAMES M. SEN.",S,Senate,REP,REPUBLICAN PARTY,OK
2026,S6NH00174,False,C,[2026],00,0.0,['00'],[2026],False,2025-07-15,True,,O,Open seat,2025-07-15,2025-07-15,2025-10-18T21:00:34,"INNIS, DAN",S,Senate,REP,REPUBLICAN PARTY,NH
2026,S6GA00275,False,N,"[2024, 2026]",00,0.0,['00'],[2026],False,2023-07-28,False,,C,Challenger,2023-07-28,2023-07-28,2025-01-10T21:01:11,"JACKSON, DEVELLE LAVAUGHN",S,Senate,IND,INDEPENDENT,GA
2026,S6MT00311,False,N,[2026],00,0.0,['00'],[2026],False,2026-03-22,False,,O,Open seat,2026-03-22,2026-03-22,2026-03-29T21:12:30,"JANDRON, TOM",S,Senate,LIB,LIBERTARIAN PARTY,MT
2026,S6FL00798,False,C,[2026],00,0.0,['00'],[2026],False,2025-09-05,False,,C,Challenger,2025-09-05,2025-09-05,2025-10-15T21:01:51,"JENKINS, JENNIFER",S,Senate,DEM,DEMOCRATIC PARTY,FL
2026,S6NC00431,False,N,[2026],,,[None],[2026],False,2025-08-07,False,,,,2025-08-07,2025-08-11,2025-08-09T20:58:02,"JOHNSON, CONSTANCE ""CONNIE""",S,Senate,OTH,OTHER,NC
2026,S6MI00475,False,N,[2026],00,0.0,['00'],[2026],False,2025-06-17,False,,O,Open seat,2025-06-17,2025-06-17,2025-06-30T20:58:43,"JOHNSON II, CRAIG HENLEY MR II",S,Senate,IND,INDEPENDENT,MI
2026,S6SC04288,False,C,[2026],00,0.0,['00'],[2026],False,2025-07-15,True,,C,Challenger,2025-07-15,2025-07-15,2025-08-01T21:00:30,"JOHNSON, LEE",S,Senate,DEM,DEMOCRATIC PARTY,SC
2026,S6NC00480,False,C,[2026],00,0.0,['00'],[2026],False,2025-12-15,True,,O,Open seat,2025-12-15,2025-12-15,2026-02-21T20:57:22,"JOHNSON, THOMAS LEE",S,Senate,REP,REPUBLICAN PARTY,NC
2026,S6LA00508,False,N,"[2024, 2026]",00,0.0,['00'],[2026],False,2024-12-05,False,,C,Challenger,2025-02-06,2025-02-06,2025-02-06T22:28:35,"JOHN, XAN MR.",S,Senate,REP,REPUBLICAN PARTY,LA
2026,S6CO00481,False,N,[2026],00,0.0,['00'],[2026],False,2025-10-14,True,,C,Challenger,2025-10-14,2025-10-14,2025-11-13T21:02:32,"JONES, DATHAN CHARLES",S,Senate,REP,REPUBLICAN PARTY,CO
2026,S6IL00664,False,N,[2026],00,0.0,['00'],[2026],False,2025-10-01,False,,O,Open seat,2025-10-01,2025-10-01,2025-10-08T21:01:45,"JONES, LLOYD",S,Senate,REP,REPUBLICAN PARTY,IL
2026,S6TN00372,False,N,[2026],00,0.0,['00'],[2026],False,2026-03-05,False,,C,Challenger,2026-03-05,2026-03-05,2026-03-06T21:23:49,"JONES, ROBERT THOMAS",S,Senate,IND,INDEPENDENT,TN
2026,S6CO00440,False,C,[2026],00,0.0,['00'],[2026],False,2025-07-07,True,,C,Challenger,2025-07-07,2025-07-07,2025-10-18T21:00:34,"JOSHI, JANAK",S,Senate,REP,REPUBLICAN PARTY,CO
2026,S6MI00491,False,N,[2026],00,0.0,['00'],[2026],False,2025-08-06,False,,O,Open seat,2025-09-19,2025-09-19,2025-09-19T21:04:02,"KAMAL, ANDREW",S,Senate,REP,REPUBLICAN PARTY,MI
2026,S6DE00206,False,C,[2026],00,0.0,['00'],[2026],False,2026-01-17,True,,C,Challenger,2026-01-17,2026-01-17,2026-04-18T21:13:41,"KATZ, MICHAEL S DR.",S,Senate,REP,REPUBLICAN PARTY,DE
2026,S6NC00555,False,N,[2026],00,0.0,['00'],[2026],False,2026-05-09,False,,,,2026-05-09,2026-05-09,2026-05-10T20:56:55,"KEENER, LOGAN BENJAMIN DR",S,Senate,REP,REPUBLICAN PARTY,NC
2026,S6MT00303,False,N,[2026],00,0.0,['00'],[2026],False,2026-03-13,False,,O,Open seat,2026-03-13,2026-03-13,2026-03-29T21:12:30,"KEHOE, CHRISTOPHER",S,Senate,DEM,DEMOCRATIC PARTY,MT
2026,S6IL00474,False,C,[2026],,,[None],[2026],False,2025-05-06,True,,O,Open seat,2025-05-06,2025-05-06,2026-01-29T21:02:11,"KELLY, ROBIN",S,Senate,DEM,DEMOCRATIC PARTY,IL
2026,S6KY00229,False,N,[2026],00,0.0,['00'],[2026],False,2025-02-17,False,,O,Open seat,2025-02-17,2025-02-17,2025-02-20T21:01:31,"KENNEDY, WENDE CAROL MS",S,Senate,REP,REPUBLICAN PARTY,KY
2026,S6WV00196,False,C,[2026],,,[None],[2026],False,2026-02-02,False,,,,2026-02-02,2026-02-02,2026-04-18T21:13:41,"KESSLER, JEFFREY VINCENT",S,Senate,DEM,DEMOCRATIC PARTY,WV
2026,S6TX00362,False,C,[2026],00,0.0,['00'],[2026],False,2025-03-13,True,,C,Challenger,2025-03-13,2025-03-13,2026-02-09T20:58:28,"KHAN, GULREZ",S,Senate,REP,REPUBLICAN PARTY,TX
2026,S6OH00361,False,C,[2026],00,0.0,['00'],[2026],False,2025-07-18,True,,C,Challenger,2025-07-18,2025-07-18,2026-02-09T20:58:28,"KINCAID, RONALD E JR",S,Senate,DEM,DEMOCRATIC PARTY,OH
2026,S6GA00382,False,C,[2026],00,0.0,['00'],[2026],False,2025-05-12,True,,C,Challenger,2025-05-12,2025-05-12,2025-07-17T21:01:06,"KING, JOHN",S,Senate,REP,REPUBLICAN PARTY,GA
2026,S6ME00381,False,C,[2026],00,0.0,['00'],[2026],False,2025-09-03,True,,C,Challenger,2025-09-03,2025-09-03,2025-10-18T21:00:34,"KLEBAN, DAN",S,Senate,DEM,DEMOCRATIC PARTY,ME
2026,S6NY00441,False,N,[2026],00,0.0,['00'],[2026],False,2025-05-07,False,,C,Challenger,2025-05-07,2025-05-15,2025-06-09T20:59:02,"KOHLER, JOSEPH ANTHONY",S,Senate,DEM,DEMOCRATIC PARTY,NY
2026,S6NY00458,False,N,[2026],00,0.0,['00'],[2026],False,2025-05-07,False,,C,Challenger,2025-05-07,2025-05-07,2025-06-09T20:59:02,"KOHLER, JOSEPH ANTHONY",S,Senate,DEM,DEMOCRATIC PARTY,NY
2026,S6IL00482,False,C,[2026],,,[None],[2026],False,2025-05-07,True,,O,Open seat,2025-05-07,2025-05-07,2026-01-29T21:02:11,"KRISHNAMOORTHI, S",S,Senate,DEM,DEMOCRATIC PARTY,IL
2026,S6CO00390,False,N,"[2024, 2026]",00,0.0,['00'],[2026],False,2024-05-31,False,,C,Challenger,2024-08-01,2024-08-01,2025-01-10T21:01:11,"KUEBLER, JOSHUA WILLIAM",S,Senate,IND,INDEPENDENT,CO
2026,S6LA00557,False,N,[2026],00,0.0,['00'],[2026],False,2025-07-17,False,,C,Challenger,2025-07-17,2025-07-17,2025-08-01T21:00:30,"LABRANCHE, JAMIE",S,Senate,W,WRITE-IN,LA
2026,S6IA00181,False,C,"[2024, 2026]",00,0.0,['00'],[2026],False,2024-03-10,True,,O,Open seat,2024-03-10,2024-03-10,2025-09-03T21:03:11,"LAEHN, THOMAS RAYMOND DR.",S,Senate,LIB,LIBERTARIAN PARTY,IA
2026,S6ME00340,False,C,[2026],00,0.0,['00'],[2026],False,2025-06-04,True,,C,Challenger,2025-06-04,2025-06-04,2026-04-18T21:13:41,"LAFLAMME, ANDREA",S,Senate,DEM,DEMOCRATIC PARTY,ME
2026,S6NH00216,False,N,[2026],00,0.0,['00'],[2026],False,2026-04-20,False,,O,Open seat,2026-04-20,2026-04-20,2026-05-01T21:18:54,"LAMARE, DENNIS",S,Senate,REP,REPUBLICAN PARTY,NH
2026,S6FL00657,False,C,[2026],00,0.0,['00'],[2026],False,2025-02-06,True,,C,Challenger,2025-12-23,2025-12-23,2025-12-23T21:01:07,"LANG, JAKE",S,Senate,REP,REPUBLICAN PARTY,FL
2026,S2NH00223,False,N,"[2022, 2026]",00,0.0,"['00', '00']","[2022, 2026]",False,2022-01-01,False,,O,Open seat,2026-03-04,2026-03-04,2026-03-04T22:44:37,"LAPLANTE, EDMOND",S,Senate,RNC,,NH
2026,S6KS00254,False,N,[2026],00,0.0,['00'],[2026],False,2025-09-12,False,,C,Challenger,2025-09-12,2025-09-12,2025-09-16T21:03:29,"LAPORTE, CHASE",S,Senate,REP,REPUBLICAN PARTY,KS
2026,S6FL00624,False,N,[2026],00,0.0,['00'],[2026],False,2025-01-07,False,,C,Challenger,2025-01-07,2025-01-07,2025-01-10T21:01:11,"LAROSE, JOSUE ECONOMIST",S,Senate,REP,REPUBLICAN PARTY,FL
2026,S6AL00427,False,C,[2026],00,0.0,['00'],[2026],False,2025-04-01,True,,O,Open seat,2025-04-01,2025-04-01,2025-07-16T21:02:06,"LARRIETT, DAKARAI",S,Senate,DEM,DEMOCRATIC PARTY,AL
2026,S6OH00338,False,N,[2026],00,0.0,['00'],[2026],False,2025-05-01,False,,C,Challenger,2025-05-01,2025-05-01,2025-05-06T21:00:39,"LAU, LYNNEA MS.",S,Senate,DEM,DEMOCRATIC PARTY,OH
2026,S6OK04189,False,N,[2026],00,0.0,['00'],[2026],False,2025-12-22,False,,C,Challenger,2025-12-22,2025-12-22,2025-12-30T21:00:52,"LAVANN, REBEKAH JEQETTA",S,Senate,DEM,DEMOCRATIC PARTY,OK
2026,S6ID00161,False,C,[2026],00,0.0,['00'],[2026],False,2026-02-25,True,,C,Challenger,2026-02-25,2026-02-25,2026-04-18T21:13:41,"LAVE, DENNY",S,Senate,REP,REPUBLICAN PARTY,ID
2026,S6AL00492,False,N,[2026],00,0.0,['00'],[2026],False,2025-10-28,False,,O,Open seat,2025-10-28,2025-10-28,2025-11-13T21:02:32,"LAVENDER, LAMONT",S,Senate,DEM,DEMOCRATIC PARTY,AL
2026,S6NM01129,False,N,[2026],00,0.0,['00'],[2026],False,2025-08-14,False,,C,Challenger,2025-08-14,2025-08-14,2025-09-02T21:03:03,"L, BEN R JR.",S,Senate,REP,REPUBLICAN PARTY,NM
2026,S6IL00433,False,N,[2026],00,0.0,['00'],[2026],False,2025-03-15,False,,O,Open seat,2025-03-15,2025-03-15,2025-04-25T21:00:17,"LEAVELL, STANLEY MR.",S,Senate,DEM,DEMOCRATIC PARTY,IL
2026,S6NJ00438,False,C,[2026],00,0.0,['00'],[2026],False,2026-03-03,True,,C,Challenger,2026-03-03,2026-03-03,2026-04-18T21:13:41,"LEBOVICS, ROBERT",S,Senate,REP,REPUBLICAN PARTY,NJ
2026,S6GA00424,False,N,[2026],00,0.0,['00'],[2026],False,2025-12-19,False,,C,Challenger,2025-12-19,2025-12-19,2025-12-30T21:00:52,"LEGETTE, KIA",S,Senate,DEM,DEMOCRATIC PARTY,GA
2026,S6LA00664,False,C,[2026],00,0.0,['00'],[2026],False,2026-01-20,True,,C,Challenger,2026-01-20,2026-01-20,2026-04-18T21:13:41,"LETLOW, JULIA",S,Senate,REP,REPUBLICAN PARTY,LA
2026,S6OH00395,False,C,[2026],00,0.0,['00'],[2026],False,2025-09-03,True,,C,Challenger,2025-09-03,2025-09-03,2026-01-28T21:00:03,"LEVY, GREGORY LEE",S,Senate,IND,INDEPENDENT,OH
2026,S6RI00254,False,N,"[2024, 2026]",00,0.0,['00'],[2026],False,2023-04-19,False,,C,Challenger,2023-04-19,2023-04-19,2025-01-10T21:01:11,"LINDLEY, JON",S,Senate,IND,INDEPENDENT,RI
2026,S6MS00117,False,N,[2026],00,0.0,['00'],[2026],False,2025-06-11,False,,C,Challenger,2025-06-11,2025-06-11,2025-06-30T20:58:43,"LITTELL, ALBERT R",S,Senate,DEM,DEMOCRATIC PARTY,MS
2026,S6AR00215,False,C,[2026],00,0.0,['00'],[2026],False,2025-11-13,True,,C,Challenger,2025-11-13,2025-11-13,2026-01-22T21:02:05,"LITTLE, JEB",S,Senate,REP,REPUBLICAN PARTY,AR
2026,S6IL00540,False,C,[2026],,,[None],[2026],False,2025-06-05,True,,O,Open seat,2025-06-05,2025-06-05,2026-01-29T21:02:11,"LONG, PAMELA",S,Senate,REP,REPUBLICAN PARTY,IL
2026,S6MN00465,False,C,[2026],00,0.0,['00'],[2026],False,2025-03-10,True,,O,Open seat,2025-03-10,2025-03-10,2025-04-16T21:03:05,"LOPEZ FRANZEN, MELISA",S,Senate,DEM,DEMOCRATIC PARTY,MN
2026,S6SC04353,False,N,[2026],00,0.0,['00'],[2026],False,2026-03-12,True,,C,Challenger,2026-03-12,2026-03-12,2026-03-29T21:12:30,"LOUIS, DONAVAN ARTHUR MR",S,Senate,IND,INDEPENDENT,SC
2026,S0NM00058,False,C,"[2020, 2022, 2024, 2026]",00,0.0,"['00', '00']","[2020, 2026]",False,2019-04-01,True,,I,Incumbent,2026-04-15,2026-04-15,2026-04-15T21:16:15,"LUJAN, BEN RAY",S,Senate,DEM,DEMOCRATIC PARTY,NM
2026,S0WY00137,False,C,"[2020, 2022, 2024, 2026]",00,0.0,"['00', '00']","[2020, 2026]",False,2019-06-20,True,,I,Incumbent,2025-10-14,2025-10-14,2025-10-14T21:00:58,"LUMMIS, CYNTHIA MARIE MRS.",S,Senate,REP,REPUBLICAN PARTY,WY
2026,S6FL00673,False,C,[2026],00,0.0,['00'],[2026],False,2025-03-24,True,,C,Challenger,2025-03-24,2025-03-24,2025-10-18T21:00:34,"LYLES, TAMIKA MS",S,Senate,DEM,DEMOCRATIC PARTY,FL
2026,S6SC04213,False,C,[2026],00,0.0,['00'],[2026],False,2025-02-03,True,,C,Challenger,2025-02-03,2025-02-03,2025-04-16T21:03:05,"LYNCH, MARK",S,Senate,REP,REPUBLICAN PARTY,SC
2026,S6NY00466,False,N,[2026],00,0.0,['00'],[2026],False,2025-07-24,False,,C,Challenger,2025-07-24,2025-07-24,2025-08-01T21:00:30,"MANCE, PATRICIA ANNETTE MISS",S,Senate,NYC,,NY
2026,S6TX00297,False,N,"[2024, 2026]",00,0.0,['00'],[2026],False,2023-04-24,False,,C,Challenger,2023-04-24,2023-04-24,2025-01-10T21:01:11,"MANN, RENNIE HILL",S,Senate,REP,REPUBLICAN PARTY,TX
2026,S6NH00182,False,C,[2026],00,0.0,['00'],[2026],False,2025-08-20,True,,O,Open seat,2025-08-20,2025-08-20,2025-10-18T21:00:34,"MANZUR, KARISHMA",S,Senate,DEM,DEMOCRATIC PARTY,NH
2026,S6NM01186,False,N,[2026],00,0.0,['00'],[2026],False,2026-04-29,False,,C,Challenger,2026-04-29,2026-04-29,2026-05-01T21:18:54,"MARKER, LARRY E",S,Senate,REP,REPUBLICAN PARTY,NM
2026,S6CO00424,False,C,[2026],00,0.0,['00'],[2026],False,2025-04-14,True,,C,Challenger,2025-04-14,2025-04-14,2025-07-16T21:02:06,"MARKERT, GEORGE WASHINGTON MR V",S,Senate,REP,REPUBLICAN PARTY,CO
2026,S4MA00028,False,C,"[1984, 1986, 1988, 2014, 2016, 2018, 2020, 2022, 2024, 2026]",00,0.0,"['00', '00', '00', '00']","[1984, 2014, 2020, 2026]",False,1984-01-30,True,,I,Incumbent,2026-03-31,2026-03-31,2026-03-31T21:14:58,"MARKEY, EDWARD SEN.",S,Senate,DEM,DEMOCRATIC PARTY,MA
2026,S0KS00315,False,C,"[2020, 2022, 2024, 2026]",00,0.0,"['00', '00']","[2020, 2026]",False,2019-09-09,True,,I,Incumbent,2026-04-14,2026-04-14,2026-04-14T21:14:42,"MARSHALL, ROGER W",S,Senate,REP,REPUBLICAN PARTY,KS
2026,S6AL00450,False,C,[2026],00,0.0,['00'],[2026],False,2025-05-29,True,,C,Challenger,2025-05-29,2025-05-29,2025-07-16T21:02:06,"MARSHALL, STEVEN T",S,Senate,REP,REPUBLICAN PARTY,AL
2026,S6NE00152,False,C,[2026],00,0.0,['00'],[2026],False,2026-03-10,True,,C,Challenger,2026-03-10,2026-03-10,2026-04-30T22:28:57,"MARVIN, MIKE",S,Senate,OTH,OTHER,NE
2026,S6TN00364,False,N,[2026],00,0.0,['00'],[2026],False,2026-01-26,False,,C,Challenger,2026-03-06,2026-03-06,2026-03-06T21:23:49,"MATTHEWS, YOSHI D.",S,Senate,IND,INDEPENDENT,TN
2026,S6IL00649,False,C,[2026],,,[None],[2026],False,2025-08-28,True,,O,Open seat,2025-08-28,2025-08-28,2026-01-29T21:02:11,"MAXWELL, BRYAN",S,Senate,DEM,DEMOCRATIC PARTY,IL
2026,S6OR05200,False,N,[2026],00,0.0,['00'],[2026],False,2025-12-11,False,,C,Challenger,2025-12-11,2025-12-11,2025-12-30T21:00:52,"MCALMOND, RUSSELL",S,Senate,REP,REPUBLICAN PARTY,OR
2026,S6FL00665,False,N,[2026],00,0.0,['00'],[2026],False,2025-02-20,False,,C,Challenger,2025-02-20,2025-02-20,2025-03-13T20:59:32,"MCBRIDE, EVELYN JANE'-MARIE DR",S,Senate,DEM,DEMOCRATIC PARTY,FL
2026,S6TN00406,False,N,[2026],00,0.0,['00'],[2026],False,2026-04-14,False,,C,Challenger,2026-04-14,2026-04-14,2026-04-17T21:14:14,"MCCANTS, KEVIN LEE MR.",S,Senate,DEM,DEMOCRATIC PARTY,TN
2026,S2GA00282,False,C,"[2022, 2024, 2026]",00,0.0,"['00', '00']","[2022, 2026]",False,2022-02-07,True,,C,Challenger,2025-10-11,2025-10-11,2026-04-28T21:25:42,"MCCOLUMN, JONATHAN MR",S,Senate,REP,REPUBLICAN PARTY,GA
2026,S2KY00012,True,C,"[1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024, 2026]",00,0.0,"['00', '00', '00', '00', '00', '00', '00', '00', '00']","[1982, 1984, 1990, 1996, 2002, 2008, 2014, 2020, 2026]",False,1983-12-23,True,[2026],I,Incumbent,2021-03-02,2021-03-02,2025-01-10T21:01:11,"MCCONNELL, MITCH",S,Senate,REP,REPUBLICAN PARTY,KY
2026,S6NJ00388,False,N,[2026],00,0.0,['00'],[2026],False,2026-01-12,False,,C,Challenger,2026-01-12,2026-01-12,2026-01-13T21:02:51,"MCCORMICK, LISA",S,Senate,DEM,DEMOCRATIC PARTY,NJ
2026,S6NC00464,False,C,[2026],00,0.0,['00'],[2026],False,2025-11-06,True,,O,Open seat,2025-11-06,2025-11-06,2026-04-15T21:16:15,"MCGINNIS, BRIAN",S,Senate,GRE,GREEN PARTY,NC
2026,S0KY00339,False,C,"[2020, 2022, 2024, 2026]",00,0.0,"['00', '00']","[2020, 2026]",False,2019-07-18,True,,,,2025-10-21,2025-10-21,2026-05-01T21:18:54,"MCGRATH, AMY",S,Senate,DEM,DEMOCRATIC PARTY,KY
2026,S6IN00266,False,N,"[2024, 2026]",00,0.0,['00'],[2026],False,2023-10-12,False,,C,Challenger,2023-10-12,2023-10-12,2025-01-10T21:01:11,"MCGUIRE, DOUGLAS RYAN",S,Senate,REP,REPUBLICAN PARTY,IN
2026,S6IN00258,False,N,"[2024, 2026]",00,0.0,['00'],[2026],False,2023-09-06,False,,C,Challenger,2023-09-06,2023-09-06,2025-01-10T21:01:11,"MCGUIRE, DOUGLAS RYAN",S,Senate,REP,REPUBLICAN PARTY,IN
2026,S6IN00241,False,N,"[2022, 2024, 2026]",00,0.0,['00'],[2026],False,2022-12-22,False,,C,Challenger,2022-12-22,2022-12-22,2025-01-10T21:01:11,"MCGUIRE, DOUGLAS RYAN",S,Senate,REP,REPUBLICAN PARTY,IN
2026,S6IN00233,False,N,"[2022, 2024, 2026]",00,0.0,['00'],[2026],False,2022-12-22,False,,C,Challenger,2022-12-22,2022-12-22,2025-01-10T21:01:11,"MCGUIRE, DOUGLAS RYAN",S,Senate,REP,REPUBLICAN PARTY,IN
2026,S6CA01038,False,N,"[2020, 2022, 2024, 2026]",00,0.0,"['00', '00']","[2025, 2026]",False,2019-11-04,False,,C,Challenger,2022-07-28,2022-07-28,2026-01-13T21:02:51,"MCGURR, MATTHEW E.",S,Senate,DEM,DEMOCRATIC PARTY,CA
2026,S4RI00051,False,C,"[2022, 2024, 2026]",00,0.0,"['00', '00']","[2024, 2026]",False,2022-11-05,True,,C,Challenger,2024-12-04,2024-12-04,2025-07-21T21:00:50,"MCKAY, RAYMOND TYLER MR",S,Senate,REP,REPUBLICAN PARTY,RI
2026,S4WV00365,False,N,"[2024, 2026]",00,0.0,"['00', '00']","[2024, 2026]",False,2023-11-07,True,,C,Challenger,2025-12-04,2025-12-04,2025-12-30T21:00:52,"MCKINNEY, BRYAN",S,Senate,REP,REPUBLICAN PARTY,WV
2026,S6MT00279,False,N,[2026],00,0.0,['00'],[2026],False,2026-01-17,False,,O,Open seat,2026-01-25,2026-01-25,2026-03-06T21:23:49,"MCLAUGHLIN, KATE",S,Senate,DEM,DEMOCRATIC PARTY,MT
2026,S6MI00392,False,C,[2026],00,0.0,['00'],[2026],False,2025-04-02,True,,O,Open seat,2026-02-24,2026-02-24,2026-02-24T21:01:49,"MCMORROW, MALLORY",S,Senate,DEM,DEMOCRATIC PARTY,MI
2026,S6TX00347,False,C,[2026],00,0.0,['00'],[2026],False,2025-01-24,False,,C,Challenger,2025-05-02,2025-05-02,2025-05-02T20:59:20,"MCNABB, BARRETT ANTHONY",S,Senate,REP,REPUBLICAN PARTY,TX
2026,S6SD01133,False,C,[2026],00,0.0,['00'],[2026],False,2025-10-25,True,,C,Challenger,2025-10-25,2025-10-25,2026-05-01T21:18:54,"MCNEAL, JUSTIN S",S,Senate,REP,REPUBLICAN PARTY,SD
2026,S4WV00407,False,N,"[2024, 2026]",,,"[None, None]","[2024, 2026]",False,2024-01-24,True,,,,2025-11-24,2025-11-24,2025-12-01T21:06:36,"MCNULTY, JANET",S,Senate,REP,REPUBLICAN PARTY,WV
2026,S6WY00225,False,N,[2026],00,0.0,['00'],[2026],False,2026-04-16,False,,C,Challenger,2026-04-16,2026-04-16,2026-04-17T21:14:14,"MEAD, SAMUEL",S,Senate,REP,REPUBLICAN PARTY,WY
2026,S6OK04205,False,C,[2026],00,0.0,['00'],[2026],False,2026-02-13,True,,C,Challenger,2026-03-31,2026-03-31,2026-04-18T21:13:41,"MEINHARDT, RON",S,Senate,IND,INDEPENDENT,OK
2026,S8OR00207,False,C,"[2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024, 2026]",00,0.0,"['00', '00', '00', '00']","[2008, 2014, 2020, 2026]",False,2007-08-01,True,,I,Incumbent,2026-01-13,2026-01-13,2026-01-13T21:02:51,"MERKLEY, JEFFREY ALAN",S,Senate,DEM,DEMOCRATIC PARTY,OR
2026,S6LA00540,False,C,[2026],00,0.0,['00'],[2026],False,2025-06-18,False,,C,Challenger,2025-06-18,2025-06-18,2025-07-16T21:02:06,"MIGUEZ, BLAKE",S,Senate,REP,REPUBLICAN PARTY,LA
2026,S6AK00243,False,N,"[2024, 2026]",00,0.0,['00'],[2026],False,2024-11-20,False,,C,Challenger,2024-11-20,2024-12-11,2025-01-10T21:01:11,"MIKLOS, CHRISTOPHER",S,Senate,REP,REPUBLICAN PARTY,AK
2026,S6ME00407,False,C,[2026],00,0.0,['00'],[2026],False,2025-10-14,True,,C,Challenger,2025-10-14,2025-10-14,2026-02-09T20:58:28,"MILLS, JANET TRAFTON",S,Senate,DEM,DEMOCRATIC PARTY,ME
2026,S0VA00112,False,N,"[2020, 2022, 2026]",00,0.0,"['00', '00']","[2020, 2026]",False,2019-07-13,False,,C,Challenger,2025-12-03,2025-12-03,2025-12-30T21:00:52,"MINA, ALDOUS D",S,Senate,REP,REPUBLICAN PARTY,VA
2026,S6CO00416,False,N,[2026],00,0.0,['00'],[2026],False,2025-03-12,False,,C,Challenger,2025-03-12,2025-03-12,2025-03-13T20:59:32,"MINER, NICHOLE",S,Senate,DEM,DEMOCRATIC PARTY,CO
2028,S8IL00215,False,N,"[2024, 2026]",00,0.0,"['00', '00']","[2026, 2028]",False,2023-12-07,False,,O,Open seat,2025-05-16,2025-05-16,2025-05-17T20:57:55,"MINK, AUSTIN JAMES",S,Senate,IND,INDEPENDENT,IL
2026,S6NJ00370,False,N,[2026],00,0.0,['00'],[2026],False,2025-11-26,False,,C,Challenger,2025-11-26,2025-12-04,2025-12-30T21:00:52,"MISSERI, MICHAEL",S,Senate,ASO,,NJ
2026,S6TN00331,False,N,[2026],00,0.0,['00'],[2026],False,2025-07-21,False,,C,Challenger,2025-07-21,2025-07-21,2025-08-01T21:00:30,"MIXON, ANDREW WOODRUFF MR",S,Senate,FED,FEDERALIST,TN
2026,S6TN00323,False,N,[2026],00,0.0,['00'],[2026],False,2025-05-17,False,,C,Challenger,2025-05-17,2025-05-17,2025-06-09T20:59:02,"MIXON, ANDREW WOODRUFF MR",S,Senate,IND,INDEPENDENT,TN
2026,S8VA00321,False,C,"[2018, 2026]",00,0.0,"['00', '00']","[2018, 2026]",False,2018-02-06,True,,C,Challenger,2026-01-22,2026-01-22,2026-04-16T21:15:09,"MIZUSAWA, BERT K",S,Senate,REP,REPUBLICAN PARTY,VA
2026,S6FL00640,False,C,[2026],00,0.0,['00'],[2026],False,2025-01-21,True,,I,Incumbent,2026-04-29,2026-04-29,2026-04-29T21:28:42,"MOODY, ASHLEY",S,Senate,REP,REPUBLICAN PARTY,FL
2026,S6AL00476,False,C,[2026],00,0.0,['00'],[2026],False,2025-08-18,True,,O,Open seat,2025-08-18,2025-08-18,2025-09-02T21:03:03,"MOORE, FELIX BARRY",S,Senate,REP,REPUBLICAN PARTY,AL
